Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,0.691895127
Zambia,ZMB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,50
Lesotho,LSO,Voice and Accountability: Percentile Rank,VA.PER.RNK,50.24154663
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,1.170886755
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,50.47169876
Latvia,LVA,Rule of Law: Estimate,RL.EST,0.921995938
Benin,BEN,Control of Corruption: Percentile Rank,CC.PER.RNK,50.47169876
Lebanon,LBN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.473512411
Lebanon,LBN,Voice and Accountability: Estimate,VA.EST,-0.630593657
Dominican Republic,DOM,Rule of Law: Percentile Rank,RL.PER.RNK,50.47169876
Lebanon,LBN,Control of Corruption: Estimate,CC.EST,-1.126894951
Fiji,FJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,50.47169876
Lebanon,LBN,Government Effectiveness: Estimate,GE.EST,-1.458655715
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.47169876
Malawi,MWI,Voice and Accountability: Percentile Rank,VA.PER.RNK,50.72463608
Lebanon,LBN,Regulatory Quality: Estimate,RQ.EST,-1.132511377
Azerbaijan,AZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.94339752
Lebanon,LBN,Rule of Law: Estimate,RL.EST,-1.10264194
India,IND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,50.94339752
Lesotho,LSO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.134738371
Lesotho,LSO,Voice and Accountability: Estimate,VA.EST,0.051385432
Montenegro,MNE,Control of Corruption: Percentile Rank,CC.PER.RNK,50.94339752
Lesotho,LSO,Control of Corruption: Estimate,CC.EST,-0.357248217
North Macedonia,MKD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,50.94339752
Lesotho,LSO,Government Effectiveness: Estimate,GE.EST,-0.890573919
Tunisia,TUN,Rule of Law: Percentile Rank,RL.PER.RNK,50.94339752
Armenia,ARM,Voice and Accountability: Percentile Rank,VA.PER.RNK,51.20772934
Lesotho,LSO,Regulatory Quality: Estimate,RQ.EST,-0.615311503
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.41509247
Lesotho,LSO,Rule of Law: Estimate,RL.EST,-0.48737219
Ghana,GHA,Rule of Law: Percentile Rank,RL.PER.RNK,51.41509247
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.29159987
Liberia,LBR,Voice and Accountability: Estimate,VA.EST,-0.018905915
Hungary,HUN,Control of Corruption: Percentile Rank,CC.PER.RNK,51.41509247
Liberia,LBR,Control of Corruption: Estimate,CC.EST,-0.926501334
Montenegro,MNE,Government Effectiveness: Percentile Rank,GE.PER.RNK,51.41509247
Liberia,LBR,Government Effectiveness: Estimate,GE.EST,-1.438253641
West Bank and Gaza,PSE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,51.41509247
Moldova,MDA,Voice and Accountability: Percentile Rank,VA.PER.RNK,51.6908226
Liberia,LBR,Regulatory Quality: Estimate,RQ.EST,-0.980886161
Armenia,ARM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,51.88679123
Liberia,LBR,Rule of Law: Estimate,RL.EST,-0.915244639
Burkina Faso,BFA,Control of Corruption: Percentile Rank,CC.PER.RNK,51.88679123
Libya,LBY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.197963476
Libya,LBY,Voice and Accountability: Estimate,VA.EST,-1.387824893
Cabo Verde,CPV,Government Effectiveness: Percentile Rank,GE.PER.RNK,51.88679123
Libya,LBY,Control of Corruption: Estimate,CC.EST,-1.52597928
Jamaica,JAM,Rule of Law: Percentile Rank,RL.PER.RNK,51.88679123
Libya,LBY,Government Effectiveness: Estimate,GE.EST,-1.754914165
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.88679123
Albania,ALB,Voice and Accountability: Percentile Rank,VA.PER.RNK,52.17391205
Libya,LBY,Regulatory Quality: Estimate,RQ.EST,-2.089348078
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,52.35848999
Libya,LBY,Rule of Law: Estimate,RL.EST,-1.802445412
Cuba,CUB,Control of Corruption: Percentile Rank,CC.PER.RNK,52.35848999
Liechtenstein,LIE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.644336104
Liechtenstein,LIE,Voice and Accountability: Estimate,VA.EST,1.371997356
Namibia,NAM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.35848999
Liechtenstein,LIE,Control of Corruption: Estimate,CC.EST,1.714327097
Sri Lanka,LKA,Rule of Law: Percentile Rank,RL.PER.RNK,52.35848999
Liechtenstein,LIE,Government Effectiveness: Estimate,GE.EST,1.487835884
Trinidad and Tobago,TTO,Government Effectiveness: Percentile Rank,GE.PER.RNK,52.35848999
Indonesia,IDN,Voice and Accountability: Percentile Rank,VA.PER.RNK,52.65700531
Liechtenstein,LIE,Regulatory Quality: Estimate,RQ.EST,1.629348516
China,CHN,Rule of Law: Percentile Rank,RL.PER.RNK,52.83018875
Liechtenstein,LIE,Rule of Law: Estimate,RL.EST,1.720416307
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,52.83018875
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.653739512
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,1.063804269
Kazakhstan,KAZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.83018875
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,0.747045457
Reunion,REU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,52.83018875
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,0.994318783
Senegal,SEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,52.83018875
Bhutan,BTN,Voice and Accountability: Percentile Rank,VA.PER.RNK,53.14009476
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,1.298881292
Maldives,MDV,Rule of Law: Percentile Rank,RL.PER.RNK,53.30188751
Lithuania,LTU,Rule of Law: Estimate,RL.EST,1.060279012
Nauru,NRU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,53.30188751
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.063888907
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,1.53623879
Romania,ROU,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.30188751
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,1.8836025
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,53.30188751
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,1.772715092
Vanuatu,VUT,Control of Corruption: Percentile Rank,CC.PER.RNK,53.30188751
North Macedonia,MKD,Voice and Accountability: Percentile Rank,VA.PER.RNK,53.62318802
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,1.83396697
Colombia,COL,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.77358627
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,1.769147038
Nauru,NRU,Rule of Law: Percentile Rank,RL.PER.RNK,53.77358627
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.127567887
"Macao SAR, China",MAC,Voice and Accountability: Estimate,VA.EST,-0.531910479
Philippines,PHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,53.77358627
"Macao SAR, China",MAC,Control of Corruption: Estimate,CC.EST,0.868675053
Senegal,SEN,Control of Corruption: Percentile Rank,CC.PER.RNK,53.77358627
"Macao SAR, China",MAC,Government Effectiveness: Estimate,GE.EST,1.105333328
Timor-Leste,TLS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,53.77358627
Senegal,SEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,54.10628128
"Macao SAR, China",MAC,Regulatory Quality: Estimate,RQ.EST,1.82458806
Dominican Republic,DOM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,54.24528122
"Macao SAR, China",MAC,Rule of Law: Estimate,RL.EST,0.791746438
Jamaica,JAM,Control of Corruption: Percentile Rank,CC.PER.RNK,54.24528122
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.531038582
Madagascar,MDG,Voice and Accountability: Estimate,VA.EST,-0.287314951
Kuwait,KWT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,54.24528122
Madagascar,MDG,Control of Corruption: Estimate,CC.EST,-1.008650899
Oman,OMN,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.24528122
Madagascar,MDG,Government Effectiveness: Estimate,GE.EST,-0.987728238
South Africa,ZAF,Rule of Law: Percentile Rank,RL.PER.RNK,54.24528122
Colombia,COL,Voice and Accountability: Percentile Rank,VA.PER.RNK,54.58937073
Madagascar,MDG,Regulatory Quality: Estimate,RQ.EST,-0.815499842
Grenada,GRD,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.71697998
Madagascar,MDG,Rule of Law: Estimate,RL.EST,-0.942355335
Moldova,MDA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,54.71697998
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.15286392
Malawi,MWI,Voice and Accountability: Estimate,VA.EST,0.068959244
Panama,PAN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,54.71697998
Malawi,MWI,Control of Corruption: Estimate,CC.EST,-0.61048007
Thailand,THA,Rule of Law: Percentile Rank,RL.PER.RNK,54.71697998
Malawi,MWI,Government Effectiveness: Estimate,GE.EST,-0.840930998
Virgin Islands (U.S.),VIR,Control of Corruption: Percentile Rank,CC.PER.RNK,54.71697998
Guyana,GUY,Voice and Accountability: Percentile Rank,VA.PER.RNK,55.07246399
Malawi,MWI,Regulatory Quality: Estimate,RQ.EST,-0.739736259
China,CHN,Control of Corruption: Percentile Rank,CC.PER.RNK,55.18867874
Malawi,MWI,Rule of Law: Estimate,RL.EST,-0.218995497
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,55.18867874
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.140358165
Malaysia,MYS,Voice and Accountability: Estimate,VA.EST,-0.002093449
India,IND,Rule of Law: Percentile Rank,RL.PER.RNK,55.18867874
Malaysia,MYS,Control of Corruption: Estimate,CC.EST,0.249183893
Namibia,NAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.18867874
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,0.993270576
Panama,PAN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,55.18867874
Brazil,BRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,55.55555725
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.64400661
"Bahamas, The",BHS,Rule of Law: Percentile Rank,RL.PER.RNK,55.6603775
Malaysia,MYS,Rule of Law: Estimate,RL.EST,0.561897993
Costa Rica,CRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.6603775
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.667752326
Maldives,MDV,Voice and Accountability: Estimate,VA.EST,-0.243848056
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,55.6603775
Maldives,MDV,Control of Corruption: Estimate,CC.EST,-0.401500523
Niue,NIU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,55.6603775
Maldives,MDV,Government Effectiveness: Estimate,GE.EST,-0.13417545
Romania,ROU,Control of Corruption: Percentile Rank,CC.PER.RNK,55.6603775
Mongolia,MNG,Voice and Accountability: Percentile Rank,VA.PER.RNK,56.0386467
Maldives,MDV,Regulatory Quality: Estimate,RQ.EST,-0.657294631
Armenia,ARM,Control of Corruption: Percentile Rank,CC.PER.RNK,56.13207626
Maldives,MDV,Rule of Law: Estimate,RL.EST,-0.027355907
France,FRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,56.13207626
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.479408979
Mali,MLI,Voice and Accountability: Estimate,VA.EST,-0.902199984
Philippines,PHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.13207626
Mali,MLI,Control of Corruption: Estimate,CC.EST,-0.879449666
Rwanda,RWA,Rule of Law: Percentile Rank,RL.PER.RNK,56.13207626
Mali,MLI,Government Effectiveness: Estimate,GE.EST,-1.196823478
Serbia,SRB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,56.13207626
Montenegro,MNE,Voice and Accountability: Percentile Rank,VA.PER.RNK,56.52173996
Mali,MLI,Regulatory Quality: Estimate,RQ.EST,-0.634121776
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.60377502
Mali,MLI,Rule of Law: Estimate,RL.EST,-0.999322295
Colombia,COL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,56.60377502
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.913422585
Malta,MLT,Voice and Accountability: Estimate,VA.EST,1.076771259
Georgia,GEO,Rule of Law: Percentile Rank,RL.PER.RNK,56.60377502
Malta,MLT,Control of Corruption: Estimate,CC.EST,0.238677815
Greece,GRC,Control of Corruption: Percentile Rank,CC.PER.RNK,56.60377502
Malta,MLT,Government Effectiveness: Estimate,GE.EST,0.804390192
Trinidad and Tobago,TTO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,56.60377502
Bulgaria,BGR,Voice and Accountability: Percentile Rank,VA.PER.RNK,57.00482941
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,0.674093783
Cook Islands,COK,Control of Corruption: Percentile Rank,CC.PER.RNK,57.07546997
Malta,MLT,Rule of Law: Estimate,RL.EST,0.787202716
Jordan,JOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,57.07546997
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.056267262
Marshall Islands,MHL,Voice and Accountability: Estimate,VA.EST,1.102054238
Jordan,JOR,Rule of Law: Percentile Rank,RL.PER.RNK,57.07546997
Marshall Islands,MHL,Control of Corruption: Estimate,CC.EST,0.385005087
Serbia,SRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.07546997
Marshall Islands,MHL,Government Effectiveness: Estimate,GE.EST,0.230687335
Solomon Islands,SLB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,57.07546997
Sao Tome and Principe,STP,Voice and Accountability: Percentile Rank,VA.PER.RNK,57.48792267
Marshall Islands,MHL,Regulatory Quality: Estimate,RQ.EST,-0.394462466
Albania,ALB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,57.54716873
Marshall Islands,MHL,Rule of Law: Estimate,RL.EST,0.725977838
Jamaica,JAM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,57.54716873
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.636192322
Martinique,MTQ,Voice and Accountability: Estimate,VA.EST,..
Kuwait,KWT,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.54716873
Martinique,MTQ,Control of Corruption: Estimate,CC.EST,0.632126808
Kuwait,KWT,Rule of Law: Percentile Rank,RL.PER.RNK,57.54716873
Martinique,MTQ,Government Effectiveness: Estimate,GE.EST,0.943713784
Oman,OMN,Control of Corruption: Percentile Rank,CC.PER.RNK,57.54716873
Dominican Republic,DOM,Voice and Accountability: Percentile Rank,VA.PER.RNK,57.97101593
Martinique,MTQ,Regulatory Quality: Estimate,RQ.EST,0.972116888
Jordan,JOR,Control of Corruption: Percentile Rank,CC.PER.RNK,58.01886749
Martinique,MTQ,Rule of Law: Estimate,RL.EST,0.692453921
Rwanda,RWA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,58.01886749
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.507473767
Mauritania,MRT,Voice and Accountability: Estimate,VA.EST,-0.727800727
Saudi Arabia,SAU,Rule of Law: Percentile Rank,RL.PER.RNK,58.01886749
Mauritania,MRT,Control of Corruption: Estimate,CC.EST,-0.798844755
Suriname,SUR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.01886749
Mauritania,MRT,Government Effectiveness: Estimate,GE.EST,-0.701024175
Thailand,THA,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.01886749
Solomon Islands,SLB,Voice and Accountability: Percentile Rank,VA.PER.RNK,58.45410538
Mauritania,MRT,Regulatory Quality: Estimate,RQ.EST,-1.062217236
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.49056625
Mauritania,MRT,Rule of Law: Estimate,RL.EST,-0.658643126
Italy,ITA,Rule of Law: Percentile Rank,RL.PER.RNK,58.49056625
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.835721731
Mauritius,MUS,Voice and Accountability: Estimate,VA.EST,0.601032436
Kazakhstan,KAZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.49056625
Mauritius,MUS,Control of Corruption: Estimate,CC.EST,0.412719399
Puerto Rico,PRI,Control of Corruption: Percentile Rank,CC.PER.RNK,58.49056625
Mauritius,MUS,Government Effectiveness: Estimate,GE.EST,0.750284731
Thailand,THA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,58.49056625
Suriname,SUR,Voice and Accountability: Percentile Rank,VA.PER.RNK,58.93719864
Mauritius,MUS,Regulatory Quality: Estimate,RQ.EST,1.166106105
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.96226501
Mauritius,MUS,Rule of Law: Estimate,RL.EST,0.799989045
Jamaica,JAM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,58.96226501
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.691959739
Mexico,MEX,Voice and Accountability: Estimate,VA.EST,-0.121708184
Kiribati,KIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.96226501
Mexico,MEX,Control of Corruption: Estimate,CC.EST,-1.011866212
Kuwait,KWT,Control of Corruption: Percentile Rank,CC.PER.RNK,58.96226501
Mexico,MEX,Government Effectiveness: Estimate,GE.EST,-0.280898958
Vanuatu,VUT,Rule of Law: Percentile Rank,RL.PER.RNK,58.96226501
Ghana,GHA,Voice and Accountability: Percentile Rank,VA.PER.RNK,59.42028809
Mexico,MEX,Regulatory Quality: Estimate,RQ.EST,-0.148309499
Bahrain,BHR,Control of Corruption: Percentile Rank,CC.PER.RNK,59.43396378
Mexico,MEX,Rule of Law: Estimate,RL.EST,-0.866642535
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,59.43396378
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.210484147
"Micronesia, Fed. Sts.",FSM,Voice and Accountability: Estimate,VA.EST,1.130898833
Fiji,FJI,Rule of Law: Percentile Rank,RL.PER.RNK,59.43396378
"Micronesia, Fed. Sts.",FSM,Control of Corruption: Estimate,CC.EST,0.484119058
Indonesia,IDN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,59.43396378
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Estimate,GE.EST,0.379839152
Vietnam,VNM,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.43396378
Hungary,HUN,Voice and Accountability: Percentile Rank,VA.PER.RNK,59.90338135
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Estimate,RQ.EST,-0.561271906
Croatia,HRV,Control of Corruption: Percentile Rank,CC.PER.RNK,59.90565872
"Micronesia, Fed. Sts.",FSM,Rule of Law: Estimate,RL.EST,0.686108768
Greece,GRC,Rule of Law: Percentile Rank,RL.PER.RNK,59.90565872
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.668324411
Moldova,MDA,Voice and Accountability: Estimate,VA.EST,0.094781168
Jordan,JOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.90565872
Moldova,MDA,Control of Corruption: Estimate,CC.EST,-0.341932297
Peru,PER,Regulatory Quality: Percentile Rank,RQ.PER.RNK,59.90565872
Moldova,MDA,Government Effectiveness: Estimate,GE.EST,-0.307013601
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,59.90565872
Barbados,BRB,Rule of Law: Percentile Rank,RL.PER.RNK,60.37735748
Moldova,MDA,Regulatory Quality: Estimate,RQ.EST,0.101790711
Kuwait,KWT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,60.37735748
Moldova,MDA,Rule of Law: Estimate,RL.EST,-0.286658674
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,60.37735748
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.204843044
Monaco,MCO,Voice and Accountability: Estimate,VA.EST,0.712894499
Nauru,NRU,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.37735748
Monaco,MCO,Control of Corruption: Estimate,CC.EST,1.27020359
Slovak Republic,SVK,Control of Corruption: Percentile Rank,CC.PER.RNK,60.37735748
Monaco,MCO,Government Effectiveness: Estimate,GE.EST,2.046895981
Puerto Rico,PRI,Voice and Accountability: Percentile Rank,VA.PER.RNK,60.38647461
Cabo Verde,CPV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,60.84905624
Monaco,MCO,Regulatory Quality: Estimate,RQ.EST,1.398334026
Cabo Verde,CPV,Rule of Law: Percentile Rank,RL.PER.RNK,60.84905624
Monaco,MCO,Rule of Law: Estimate,RL.EST,1.48544991
Marshall Islands,MHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.84905624
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.533999085
Mongolia,MNG,Voice and Accountability: Estimate,VA.EST,0.262911826
Namibia,NAM,Control of Corruption: Percentile Rank,CC.PER.RNK,60.84905624
Mongolia,MNG,Control of Corruption: Estimate,CC.EST,-0.560807109
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,60.84905624
Mongolia,MNG,Government Effectiveness: Estimate,GE.EST,-0.424908698
Botswana,BWA,Voice and Accountability: Percentile Rank,VA.PER.RNK,60.86956406
Antigua and Barbuda,ATG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.320755
Mongolia,MNG,Regulatory Quality: Estimate,RQ.EST,-0.270890504
Croatia,HRV,Rule of Law: Percentile Rank,RL.PER.RNK,61.320755
Mongolia,MNG,Rule of Law: Estimate,RL.EST,-0.187423229
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,61.320755
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.059176981
Montenegro,MNE,Voice and Accountability: Estimate,VA.EST,0.272411823
Kiribati,KIR,Control of Corruption: Percentile Rank,CC.PER.RNK,61.320755
Montenegro,MNE,Control of Corruption: Estimate,CC.EST,-0.118264787
Rwanda,RWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.320755
Montenegro,MNE,Government Effectiveness: Estimate,GE.EST,-0.027014989
Timor-Leste,TLS,Voice and Accountability: Percentile Rank,VA.PER.RNK,61.35265732
Antigua and Barbuda,ATG,Rule of Law: Percentile Rank,RL.PER.RNK,61.79245377
Montenegro,MNE,Regulatory Quality: Estimate,RQ.EST,0.543230414
Bulgaria,BGR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.79245377
Montenegro,MNE,Rule of Law: Estimate,RL.EST,-0.125401407
Malta,MLT,Control of Corruption: Percentile Rank,CC.PER.RNK,61.79245377
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.319889188
Morocco,MAR,Voice and Accountability: Estimate,VA.EST,-0.560848236
Poland,POL,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.79245377
Morocco,MAR,Control of Corruption: Estimate,CC.EST,-0.357442886
Poland,POL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,61.79245377
Morocco,MAR,Government Effectiveness: Estimate,GE.EST,-0.131649643
Belize,BLZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,61.83575058
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,62.26415253
Morocco,MAR,Regulatory Quality: Estimate,RQ.EST,-0.086889654
Romania,ROU,Rule of Law: Percentile Rank,RL.PER.RNK,62.26415253
Morocco,MAR,Rule of Law: Estimate,RL.EST,-0.197303429
Samoa,WSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.26415253
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.287969947
Mozambique,MOZ,Voice and Accountability: Estimate,VA.EST,-0.606529355
Seychelles,SYC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,62.26415253
Mozambique,MOZ,Control of Corruption: Estimate,CC.EST,-0.836388111
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,62.26415253
Mozambique,MOZ,Government Effectiveness: Estimate,GE.EST,-0.714270294
Panama,PAN,Voice and Accountability: Percentile Rank,VA.PER.RNK,62.31884003
Dominica,DMA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,62.73584747
Mozambique,MOZ,Regulatory Quality: Estimate,RQ.EST,-0.726218462
Namibia,NAM,Rule of Law: Percentile Rank,RL.PER.RNK,62.73584747
Mozambique,MOZ,Rule of Law: Estimate,RL.EST,-1.021475792
Oman,OMN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,62.73584747
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.21174264
Myanmar,MMR,Voice and Accountability: Estimate,VA.EST,-1.809049726
Sao Tome and Principe,STP,Control of Corruption: Percentile Rank,CC.PER.RNK,62.73584747
Myanmar,MMR,Control of Corruption: Estimate,CC.EST,-1.15162313
St. Vincent and the Grenadines,VCT,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.73584747
Myanmar,MMR,Government Effectiveness: Estimate,GE.EST,-1.684041023
Argentina,ARG,Voice and Accountability: Percentile Rank,VA.PER.RNK,62.80193329
Antigua and Barbuda,ATG,Control of Corruption: Percentile Rank,CC.PER.RNK,63.20754623
Myanmar,MMR,Regulatory Quality: Estimate,RQ.EST,-1.235084057
Hungary,HUN,Rule of Law: Percentile Rank,RL.PER.RNK,63.20754623
Myanmar,MMR,Rule of Law: Estimate,RL.EST,-1.528553843
India,IND,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.20754623
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.556306064
Namibia,NAM,Voice and Accountability: Estimate,VA.EST,0.561278462
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,63.20754623
Namibia,NAM,Control of Corruption: Estimate,CC.EST,0.215328231
St. Vincent and the Grenadines,VCT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,63.20754623
Namibia,NAM,Government Effectiveness: Estimate,GE.EST,0.039499521
Namibia,NAM,Voice and Accountability: Percentile Rank,VA.PER.RNK,63.28502274
